Date,close
2019/4/8,4057.2286
2019/4/9,4075.4301
2019/4/10,4085.847
2019/4/11,3997.5778
2019/4/12,3988.6168
2019/4/15,3975.5244
2019/4/16,4085.7891
2019/4/17,4087.2398
2019/4/18,4072.0753
2019/4/19,4120.6078
2019/4/22,4025.6109
2019/4/23,4019.0053
2019/4/24,4030.0887
2019/4/25,3941.816
2019/4/26,3889.2748
2019/4/29,3900.3339
2019/4/30,3913.211
2019/5/6,3684.6168
2019/5/7,3720.6684
2019/5/8,3667.4574
2019/5/9,3599.7001
2019/5/10,3730.4513
2019/5/13,3668.7255
2019/5/14,3645.1503
2019/5/15,3727.0923
2019/5/16,3743.9635
2019/5/17,3648.7609
2019/5/20,3617.7924
2019/5/21,3666.7762
2019/5/22,3649.3796
2019/5/23,3583.9646
2019/5/24,3593.9139
2019/5/27,3637.1971
2019/5/28,3672.2605
2019/5/29,3663.909
2019/5/30,3641.1833
2019/5/31,3629.7893
2019/6/3,3632.0127
2019/6/4,3598.4666
2019/6/5,3597.105
2019/6/6,3564.6778
2019/6/10,3610.7435
2019/6/11,3719.2759
2019/6/12,3691.0957
2019/6/13,3685.3933
2019/6/14,3654.8799
2019/6/17,3654.8248
2019/6/18,3667.6185
2019/6/19,3715.9381
2019/6/20,3828.5183
2019/6/21,3833.9383
2019/6/24,3841.2659
2019/6/25,3801.3098
2019/6/26,3794.331
2019/6/27,3834.8172
2019/6/28,3825.5873
2019/7/1,3935.8116
2019/7/2,3937.1691
2019/7/3,3893.5341
2019/7/4,3873.1019
2019/7/5,3893.2025
2019/7/8,3802.7897
2019/7/9,3793.1297
2019/7/10,3786.739
2019/7/11,3785.221
2019/7/12,3808.7311
2019/7/15,3824.1878
2019/7/16,3806.8449
2019/7/17,3804.6384
2019/7/18,3768.4019
2019/7/19,3807.9551
2019/7/22,3781.6832
2019/7/23,3789.9135
2019/7/24,3819.8325
2019/7/25,3851.0665
2019/7/26,3858.5688
2019/7/29,3854.2704
2019/7/30,3870.3176
2019/7/31,3835.3589
2019/8/1,3803.4694
2019/8/2,3747.4379
2019/8/5,3675.6884
2019/8/6,3636.3289
2019/8/7,3621.431
2019/8/8,3669.2936
2019/8/9,3633.5296
2019/8/12,3699.1047
2019/8/13,3665.7515
2019/8/14,3682.4015
2019/8/15,3694.0006
2019/8/16,3710.5386
2019/8/19,3791.0946
2019/8/20,3787.7324
2019/8/21,3781.7579
2019/8/22,3793.5061
2019/8/23,3820.8638
2019/8/26,3765.9105
2019/8/27,3816.9459
2019/8/28,3802.5844
2019/8/29,3790.1867
2019/8/30,3799.5863
2019/9/2,3848.3198
2019/9/3,3853.6106
2019/9/4,3886.0012
2019/9/5,3925.323
2019/9/6,3948.5075
2019/9/9,3972.9484
2019/9/10,3959.265
2019/9/11,3930.0999
2019/9/12,3972.3799
2019/9/16,3957.7154
2019/9/17,3891.2208
2019/9/18,3910.0837
2019/9/19,3924.3823
2019/9/20,3935.6511
2019/9/23,3890.6616
2019/9/24,3901.0758
2019/9/25,3870.9837
2019/9/26,3841.1388
2019/9/27,3852.6534
2019/9/30,3814.5282
2019/10/8,3837.6791
2019/10/9,3843.2392
2019/10/10,3874.6391
2019/10/11,3911.7253
2019/10/14,3953.2411
2019/10/15,3936.2498
2019/10/16,3922.6854
2019/10/17,3925.2216
2019/10/18,3869.3777
2019/10/21,3880.8398
2019/10/22,3895.8809
2019/10/23,3871.0848
2019/10/24,3870.6678
2019/10/25,3896.7923
2019/10/28,3926.585
2019/10/29,3910.226
2019/10/30,3891.2255
2019/10/31,3886.7519
2019/11/1,3952.3872
2019/11/4,3978.1216
2019/11/5,4002.8128
2019/11/6,3984.8816
2019/11/7,3991.8749
2019/11/8,3973.0107
2019/11/11,3902.9783
2019/11/12,3903.6888
2019/11/13,3899.9815
2019/11/14,3905.857
2019/11/15,3877.0892
2019/11/18,3907.9291
2019/11/19,3947.0392
2019/11/20,3907.8641
2019/11/21,3889.598
2019/11/22,3849.9948
2019/11/25,3878.2061
2019/11/26,3891.6533
2019/11/27,3875.6186
2019/11/28,3862.3029
2019/11/29,3828.6706
2019/12/2,3836.0589
2019/12/3,3851.0873
2019/12/4,3849.819
2019/12/5,3879.3638
2019/12/6,3902.3853
2019/12/9,3895.4468
2019/12/10,3900.3843
2019/12/11,3902.7492
2019/12/12,3891.0242
2019/12/13,3968.2211
2019/12/16,3987.5464
2019/12/17,4041.7996
2019/12/18,4032.7826
2019/12/19,4027.1495
2019/12/20,4017.2527
2019/12/23,3967.0962
2019/12/24,3992.9581
2019/12/25,3990.8671
2019/12/26,4025.9879
2019/12/27,4022.0278
2019/12/30,4081.6334
2019/12/31,4096.5821
2020/1/2,4152.2408
2020/1/3,4144.9649
2020/1/6,4129.2954
2020/1/7,4160.2274
2020/1/8,4112.3172
2020/1/9,4164.3697
2020/1/10,4163.1849
2020/1/13,4203.9883
2020/1/14,4189.8862
2020/1/15,4166.7344
2020/1/16,4149.0434
2020/1/17,4154.853
2020/1/20,4185.8304
2020/1/21,4114.3085
2020/1/22,4131.9311
2020/1/23,4003.9013
2020/2/3,3688.3578
2020/2/4,3785.6376
2020/2/5,3828.5272
2020/2/6,3899.7751
2020/2/7,3899.8693
2020/2/10,3916.0052
2020/2/11,3952.4643
2020/2/12,3984.4325
2020/2/13,3959.9188
2020/2/14,3987.7342
2020/2/17,4077.4241
2020/2/18,4057.5108
2020/2/19,4051.3107
2020/2/20,4144.6561
2020/2/21,4149.4903
2020/2/24,4132.8388
2020/2/25,4123.8543
2020/2/26,4073.0152
2020/2/27,4084.8759
2020/2/28,3940.0488
2020/3/2,4069.6662
2020/3/3,4091.3615
2020/3/4,4115.0524
2020/3/5,4206.7251
2020/3/6,4138.5072
2020/3/9,3997.1325
2020/3/10,4082.7315
2020/3/11,4028.4289
2020/3/12,3950.9111
2020/3/13,3895.3128
2020/3/16,3727.8398
2020/3/17,3709.6822
2020/3/18,3636.2565
2020/3/19,3589.0926
2020/3/20,3653.2239
2020/3/23,3530.3058
2020/3/24,3625.1146
2020/3/25,3722.5181
2020/3/26,3698.0472
2020/3/27,3710.0605
2020/3/30,3674.1108
2020/3/31,3686.1551
2020/4/1,3675.0758
2020/4/2,3734.5306
2020/4/3,3713.2183
2020/4/7,3798.0214
2020/4/8,3780.3445
2020/4/9,3792.8105
2020/4/10,3769.1782
2020/4/13,3753.2566
2020/4/14,3825.6991
2020/4/15,3797.3623
2020/4/16,3802.3806
2020/4/17,3839.4871
2020/4/20,3853.4551
2020/4/21,3808.0474
2020/4/22,3839.3834
2020/4/23,3829.7525
2020/4/24,3796.9721
2020/4/27,3822.769
2020/4/28,3849.1465
2020/4/29,3867.032
2020/4/30,3912.5772
2020/5/6,3936.2539
2020/5/7,3924.8946
2020/5/8,3963.6217
2020/5/11,3960.1803
2020/5/12,3960.2378
2020/5/13,3968.2529
2020/5/14,3925.2177
2020/5/15,3912.8159
2020/5/18,3922.9117
2020/5/19,3956.2495
2020/5/20,3935.222
2020/5/21,3913.7949
2020/5/22,3824.064
2020/5/25,3829.3245
2020/5/26,3872.7701
2020/5/27,3845.6135
2020/5/28,3856.6324
2020/5/29,3867.0232
2020/6/1,3971.3402
2020/6/2,3983.5677
2020/6/3,3983.6477
2020/6/4,3982.1851
2020/6/5,4001.2509
2020/6/8,4021.9549
2020/6/9,4047.0293
2020/6/10,4039.7051
2020/6/11,3995.8846
2020/6/12,4003.0829
2020/6/15,3954.9883
2020/6/16,4014.5702
2020/6/17,4017.5941
2020/6/18,4044.3842
2020/6/19,4098.7095
2020/6/22,4102.0459
2020/6/23,4121.7944
2020/6/24,4138.9895
2020/6/29,4109.7164
2020/6/30,4163.9637
2020/7/1,4247.7835
2020/7/2,4335.8445
2020/7/3,4419.5955
2020/7/6,4670.0949
2020/7/7,4698.1264
2020/7/8,4774.0042
2020/7/9,4840.7712
2020/7/10,4753.1333
2020/7/13,4852.9612
2020/7/14,4806.6902
2020/7/15,4744.4687
2020/7/16,4516.2532
2020/7/17,4544.7007
2020/7/20,4680.3046
2020/7/21,4691.0425
2020/7/22,4714.4454
2020/7/23,4712.4357
2020/7/24,4505.5906
2020/7/27,4528.45
2020/7/28,4568.2576
2020/7/29,4679.008
2020/7/30,4656.1506
2020/7/31,4695.0462
2020/8/3,4771.3108
2020/8/4,4775.8024
2020/8/5,4777.1089
2020/8/6,4762.7642
2020/8/7,4707.9262
2020/8/10,4724.8697
2020/8/11,4681.7837
2020/8/12,4647.6446
2020/8/13,4635.7126
2020/8/14,4704.6288
2020/8/17,4815.2261
2020/8/18,4812.7564
2020/8/19,4740.6784
2020/8/20,4679.1544
2020/8/21,4718.8431
2020/8/24,4755.8491
2020/8/25,4761.9507
2020/8/26,4706.1302
2020/8/27,4731.3451
2020/8/28,4844.2652
2020/8/31,4816.2153
2020/9/1,4842.1223
2020/9/2,4843.887
2020/9/3,4817.0952
2020/9/4,4770.219
2020/9/7,4669.3677
2020/9/8,4694.3894
2020/9/9,4584.5887
2020/9/10,4581.9775
2020/9/11,4627.2826
2020/9/14,4651.0507
2020/9/15,4688.4826
2020/9/16,4657.3584
2020/9/17,4632.7142
2020/9/18,4737.0887
2020/9/21,4691.4281
2020/9/22,4635.7608
2020/9/23,4652.3273
2020/9/24,4563.0657
2020/9/25,4570.0216
2020/9/28,4581.9085
2020/9/29,4591.7993
2020/9/30,4587.3953
2020/10/9,4681.1412
2020/10/12,4823.1578
2020/10/13,4839.201
2020/10/14,4807.1021
2020/10/15,4798.7361
2020/10/16,4791.676
2020/10/19,4755.4879
2020/10/20,4793.4672
2020/10/21,4792.8284
2020/10/22,4777.9845
2020/10/23,4718.4881
2020/10/26,4691.2359
2020/10/27,4699.2792
2020/10/28,4737.2718
2020/10/29,4772.9198
2020/10/30,4695.3338
2020/11/2,4720.8313
2020/11/3,4777.5608
2020/11/4,4813.6564
2020/11/5,4885.1118
2020/11/6,4885.7178
2020/11/9,4981.3497
2020/11/10,4953.8756
2020/11/11,4904.8981
2020/11/12,4908.463
2020/11/13,4856.8513
2020/11/16,4904.1716
2020/11/17,4894.786
2020/11/18,4891.6716
2020/11/19,4927.9891
2020/11/20,4943.2882
2020/11/23,5005.0273
2020/11/24,4974.2855
2020/11/25,4910.7
2020/11/26,4919.5912
2020/11/27,4980.765
2020/11/30,4960.2519
2020/12/1,5067.0983
2020/12/2,5067.1447
2020/12/3,5057.0603
2020/12/4,5065.9163
2020/12/7,5022.2351
2020/12/8,5009.8786
2020/12/9,4942.6986
2020/12/10,4940.5249
2020/12/11,4889.6292
2020/12/14,4934.8352
2020/12/15,4945.1
2020/12/16,4953.867
2020/12/17,5017.4784
2020/12/18,4999.9678
2020/12/21,5046.8396
2020/12/22,4964.7727
2020/12/23,5007.1235
2020/12/24,5000.0154
2020/12/25,5042.0137
2020/12/28,5064.4147
2020/12/29,5042.9361
2020/12/30,5113.7105
2020/12/31,5211.2885
2021/1/4,5267.7181
2021/1/5,5368.5049
2021/1/6,5417.6677
2021/1/7,5513.6568
2021/1/8,5495.4306
2021/1/11,5441.1583
2021/1/12,5596.3525
2021/1/13,5577.9711
2021/1/14,5470.4563
2021/1/15,5458.0812
2021/1/18,5518.5205
2021/1/19,5437.5234
2021/1/20,5476.4336
2021/1/21,5564.9693
2021/1/22,5569.776
2021/1/25,5625.9232
2021/1/26,5512.9678
2021/1/27,5528.0034
2021/1/28,5377.1427
2021/1/29,5351.9646
2021/2/1,5417.6484
2021/2/2,5501.0915
2021/2/3,5485.2008
2021/2/4,5473.9475
2021/2/5,5483.414
2021/2/8,5564.5618
2021/2/9,5686.2502
2021/2/10,5807.7191
2021/2/18,5768.3814
2021/2/19,5778.842
2021/2/22,5597.3327
2021/2/23,5579.6681
2021/2/24,5437.5683
2021/2/25,5469.5584
2021/2/26,5336.7609
2021/3/1,5418.7837
2021/3/2,5349.6301
2021/3/3,5452.2125
2021/3/4,5280.7058
2021/3/5,5262.7958
2021/3/8,5080.0246
2021/3/9,4970.9994
2021/3/10,5003.6121
2021/3/11,5128.2156
2021/3/12,5146.3786
2021/3/15,5035.5441
2021/3/16,5079.3624
2021/3/17,5100.8581
2021/3/18,5141.7681
2021/3/19,5007.0907
2021/3/22,5057.152
2021/3/23,5009.2459
2021/3/24,4928.6853
2021/3/25,4926.3469
2021/3/26,5037.9899
2021/3/29,5046.8773
2021/3/30,5094.7291
2021/3/31,5048.3607
2021/4/1,5110.7768
2021/4/2,5161.5569
2021/4/6,5140.3418
2021/4/7,5103.7428
2021/4/8,5112.2086
2021/4/9,5035.3374
2021/4/12,4947.7459
2021/4/13,4939.6438
2021/4/14,4980.6279
2021/4/15,4948.9741
2021/4/16,4966.1811
2021/4/19,5087.0165
2021/4/20,5083.3654
2021/4/21,5098.7449
2021/4/22,5089.2435
2021/4/23,5135.4534
2021/4/26,5077.2372
2021/4/27,5090.5195
2021/4/28,5119.2421
2021/4/29,5164.1692
2021/4/30,5123.489
2021/5/6,5061.1244
2021/5/7,4996.0527
2021/5/10,4992.422
2021/5/11,5023.0595
2021/5/12,5044.5481
2021/5/13,4992.9738
2021/5/14,5110.5901
2021/5/17,5184.9853
2021/5/18,5187.6013
2021/5/19,5172.272
2021/5/20,5186.412
2021/5/21,5134.1483
2021/5/24,5155.5875
2021/5/25,5318.478
2021/5/26,5320.5927
2021/5/27,5338.2329
2021/5/28,5321.0886
2021/5/31,5331.5696
2021/6/1,5341.6798
2021/6/2,5289.9736
2021/6/3,5255.2855
2021/6/4,5282.2772
2021/6/7,5277.6271
2021/6/8,5232.1165
2021/6/9,5236.4493
2021/6/10,5271.4661
2021/6/11,5224.703
2021/6/15,5166.5597
2021/6/16,5080.4909
2021/6/17,5101.8924
2021/6/18,5102.4657
2021/6/21,5090.3854
2021/6/22,5122.1583
2021/6/23,5147.3938
2021/6/24,5155.9738
2021/6/25,5239.9684
2021/6/28,5251.7604
2021/6/29,5190.5445
2021/6/30,5224.041
2021/7/1,5229.6642
2021/7/2,5081.1172
2021/7/5,5085.7924
2021/7/6,5083.1043
2021/7/7,5140.4899
2021/7/8,5088.2566
2021/7/9,5069.4361
2021/7/12,5132.7088
2021/7/13,5142.0991
2021/7/14,5083.0849
2021/7/15,5151.4626
2021/7/16,5094.7727
2021/7/19,5113.4945
2021/7/20,5108.9941
2021/7/21,5144.0428
2021/7/22,5151.7517
2021/7/23,5089.2282
2021/7/26,4925.299
2021/7/27,4751.313
2021/7/28,4760.4826
2021/7/29,4850.2746
2021/7/30,4811.1695
2021/8/2,4933.736
2021/8/3,4934.4583
2021/8/4,4978.8479
2021/8/5,4948.6703
2021/8/6,4921.5647
2021/8/9,4985.5627
2021/8/10,5043.148
2021/8/11,5015.3406
2021/8/12,4973.3509
2021/8/13,4945.9829
2021/8/16,4941.0676
2021/8/17,4837.4034
2021/8/18,4894.2384
2021/8/19,4862.1394
2021/8/20,4769.2678
2021/8/23,4835.8782
2021/8/24,4888.3902
2021/8/25,4898.1572
2021/8/26,4801.6094
2021/8/27,4827.0433
2021/8/30,4813.2703
2021/8/31,4805.6099
2021/9/1,4869.4587
2021/9/2,4869.4113
2021/9/3,4843.0624
2021/9/6,4933.7262
2021/9/7,4992.8294
2021/9/8,4972.1324
2021/9/9,4970.0133
2021/9/10,5013.5219
2021/9/13,4991.6598
2021/9/14,4917.1617
2021/9/15,4867.3187
2021/9/16,4807.6978
2021/9/17,4855.9402
2021/9/22,4821.7675
2021/9/23,4853.1957
2021/9/24,4849.4277
2021/9/27,4877.3698
2021/9/28,4883.828
2021/9/29,4833.9281
2021/9/30,4866.3826
2021/10/8,4929.9409
2021/10/11,4936.1918
2021/10/12,4883.8369
2021/10/13,4940.1089
2021/10/14,4913.6123
2021/10/15,4932.1084
2021/10/18,4874.7753
2021/10/19,4922.7232
2021/10/20,4910.1846
2021/10/21,4928.0156
2021/10/22,4959.7254
2021/10/25,4979.5235
2021/10/26,4963.0984
2021/10/27,4898.1644
2021/10/28,4864.138
2021/10/29,4908.7701
2021/11/1,4890.6851
2021/11/2,4839.8457
2021/11/3,4821.1119
2021/11/4,4868.7419
2021/11/5,4842.3458
2021/11/8,4848.1795
2021/11/9,4846.7444
2021/11/10,4821.1925
2021/11/11,4898.6529
2021/11/12,4888.3749
2021/11/15,4882.3777
2021/11/16,4883.3206
2021/11/17,4885.7544
2021/11/18,4837.6185
2021/11/19,4890.0575
2021/11/22,4912.399
2021/11/23,4913.3457
2021/11/24,4916.6579
2021/11/25,4896.4416
2021/11/26,4860.1265
2021/11/29,4851.423
2021/11/30,4832.026
2021/12/1,4843.851
2021/12/2,4856.163
2021/12/3,4901.0175
2021/12/6,4892.6209
2021/12/7,4922.1015
2021/12/8,4995.9298
2021/12/9,5078.6901
2021/12/10,5055.1172
2021/12/13,5083.8007
2021/12/14,5049.6953
2021/12/15,5005.8991
2021/12/16,5034.7321
2021/12/17,4954.7599
2021/12/20,4880.4178
2021/12/21,4913.4853
2021/12/22,4914.4544
2021/12/23,4948.7389
2021/12/24,4921.3449
2021/12/27,4919.3238
2021/12/28,4955.9644
2021/12/29,4883.4804
2021/12/30,4921.5109
2021/12/31,4940.3733
2022/1/4,4917.7653
2022/1/5,4868.1202
2022/1/6,4818.2318
2022/1/7,4822.3689
2022/1/10,4844.0451
2022/1/11,4797.7735
2022/1/12,4845.5787
2022/1/13,4765.9191
2022/1/14,4726.7317
2022/1/17,4767.2762
2022/1/18,4813.3472
2022/1/19,4780.3784
2022/1/20,4823.5091
2022/1/21,4779.3142
2022/1/24,4786.7377
2022/1/25,4678.4511
2022/1/26,4712.3109
2022/1/27,4619.8765
2022/1/28,4563.772
2022/2/7,4634.0899
2022/2/8,4608.7729
2022/2/9,4652.0609
2022/2/10,4639.8625
2022/2/11,4601.3953
2022/2/14,4551.6878
2022/2/15,4600.1025
2022/2/16,4617.9893
2022/2/17,4629.1649
2022/2/18,4651.2358
2022/2/21,4634.3141
2022/2/22,4574.1527
2022/2/23,4623.0465
2022/2/24,4529.3189
2022/2/25,4573.4247
2022/2/28,4581.6459
2022/3/1,4619.6862
2022/3/2,4578.6007
2022/3/3,4551.6283
2022/3/4,4496.4301
2022/3/7,4352.7775
2022/3/8,4265.391
2022/3/9,4226.3463
2022/3/10,4292.8374
2022/3/11,4306.5217
2022/3/14,4174.7577
2022/3/15,3983.812
2022/3/16,4156.081
2022/3/17,4237.6956
2022/3/18,4265.9017
2022/3/21,4258.7459
2022/3/22,4255.295
2022/3/23,4276.5174
2022/3/24,4251.3061
2022/3/25,4174.5742
2022/3/28,4148.4663
2022/3/29,4134.1441
2022/3/30,4254.0989
2022/3/31,4222.5968
2022/4/1,4276.158
2022/4/6,4263.8411
2022/4/7,4209.0998
2022/4/8,4230.7669
2022/4/11,4100.0703
2022/4/12,4179.9727
2022/4/13,4139.737
2022/4/14,4191.5684
2022/4/15,4188.7472
2022/4/18,4166.3844
2022/4/19,4134.9017
2022/4/20,4070.7889
2022/4/21,3995.83
2022/4/22,4013.2498
2022/4/25,3814.9127
2022/4/26,3784.1198
2022/4/27,3895.5361
2022/4/28,3921.1073
2022/4/29,4016.241
2022/5/5,4010.2102
2022/5/6,3908.815
2022/5/9,3877.4364
2022/5/10,3919.8684
2022/5/11,3976.4231
2022/5/12,3958.74
2022/5/13,3988.6002
2022/5/16,3956.5378
2022/5/17,4005.8934
2022/5/18,3991.9069
2022/5/19,3999.5984
2022/5/20,4077.5998
2022/5/23,4053.9823
2022/5/24,3959.1541
2022/5/25,3983.1784
2022/5/26,3993.0446
2022/5/27,4001.2988
2022/5/30,4029.0179
2022/5/31,4091.5176
2022/6/1,4083.1772
2022/6/2,4089.5682
2022/6/6,4166.085
2022/6/7,4179.1285
2022/6/8,4219.8122
2022/6/9,4175.6747
2022/6/10,4238.9936
2022/6/13,4189.3527
2022/6/14,4222.3114
2022/6/15,4278.2178
2022/6/16,4250.0614
2022/6/17,4309.0444
2022/6/20,4330.4328
2022/6/21,4325.5657
2022/6/22,4270.6227
2022/6/23,4343.8781
2022/6/24,4394.7723
2022/6/27,4444.2639
2022/6/28,4490.5166
2022/6/29,4421.357
2022/6/30,4485.0108
2022/7/1,4466.7179
2022/7/4,4496.0303
2022/7/5,4489.5383
2022/7/6,4423.9698
2022/7/7,4443.4736
2022/7/8,4428.781
2022/7/11,4354.6167
2022/7/12,4313.6184
2022/7/13,4321.4617
2022/7/14,4322.0742
2022/7/15,4248.5273
2022/7/18,4292.5858
2022/7/19,4269.3401
2022/7/20,4283.8027
2022/7/21,4236.0578
2022/7/22,4238.2341
2022/7/25,4212.6441
2022/7/26,4245.9758
2022/7/27,4225.0357
2022/7/28,4225.6733
2022/7/29,4170.1019
2022/8/1,4188.6784
2022/8/2,4107.024
2022/8/3,4066.9754
2022/8/4,4101.5367
2022/8/5,4156.9111
2022/8/8,4148.0746
2022/8/9,4156.2907
2022/8/10,4109.7373
2022/8/11,4193.5428
2022/8/12,4191.152
2022/8/15,4185.6794
2022/8/16,4177.837
2022/8/17,4216.9586
2022/8/18,4180.0996
2022/8/19,4151.0738
2022/8/22,4181.3965
2022/8/23,4161.0823
2022/8/24,4082.4195
2022/8/25,4116.2396
2022/8/26,4107.5455
2022/8/29,4089.5205
2022/8/30,4075.7937
2022/8/31,4078.8402
2022/9/1,4043.7395
2022/9/2,4023.6131
2022/9/5,4015.4264
2022/9/6,4052.2802
2022/9/7,4054.983
2022/9/8,4037.6839
2022/9/9,4093.7874
2022/9/13,4111.1145
2022/9/14,4065.359
2022/9/15,4027.1186
2022/9/16,3932.6826
2022/9/19,3928.0001
2022/9/20,3932.8361
2022/9/21,3903.7348
2022/9/22,3869.344
2022/9/23,3856.0212
2022/9/26,3836.6773
2022/9/27,3892.295
2022/9/28,3828.7098
2022/9/29,3827.1434
2022/9/30,3804.8853
2022/10/10,3720.9365
2022/10/11,3727.6867
2022/10/12,3784.3064
2022/10/13,3752.6729
2022/10/14,3842.4698
2022/10/17,3846.4119
2022/10/18,3838.2667
2022/10/19,3776.5335
2022/10/20,3754.9269
2022/10/21,3742.8929
2022/10/24,3633.3733
2022/10/25,3627.4542
2022/10/26,3656.9027
2022/10/27,3631.1448
2022/10/28,3541.3295
2022/10/31,3508.7034
2022/11/1,3634.1732
2022/11/2,3677.8051
2022/11/3,3647.8966
2022/11/4,3767.1746
2022/11/7,3775.2971
2022/11/8,3749.3251
2022/11/9,3714.2704
2022/11/10,3685.6885
2022/11/11,3788.4387
2022/11/14,3794.0171
2022/11/15,3865.9726
2022/11/16,3834.3899
2022/11/17,3818.664
2022/11/18,3801.5686
2022/11/21,3769.1269
2022/11/22,3769.5727
2022/11/23,3773.5287
2022/11/24,3756.8082
2022/11/25,3775.7764
2022/11/28,3733.2424
2022/11/29,3848.4224
2022/11/30,3853.0365
2022/12/1,3894.7687
2022/12/2,3870.9478
2022/12/5,3946.8759
2022/12/6,3968.1979
2022/12/7,3958.4409
2022/12/8,3959.1798
2022/12/9,3998.2442
2022/12/12,3953.4433
2022/12/13,3945.6813
2022/12/14,3954.8857
2022/12/15,3951.9885
2022/12/16,3954.227
2022/12/19,3893.2207
2022/12/20,3829.0173
2022/12/21,3830.5384
2022/12/22,3836.028
2022/12/23,3828.2188
2022/12/26,3843.4887
2022/12/27,3887.854
2022/12/28,3871.2644
2022/12/29,3856.7007
2022/12/30,3871.6338
2023/1/3,3887.8992
2023/1/4,3892.9477
2023/1/5,3968.5782
2023/1/6,3980.8888
2023/1/9,4013.1196
2023/1/10,4017.4737
2023/1/11,4010.0309
2023/1/12,4017.8692
2023/1/13,4074.3772
2023/1/16,4137.9643
2023/1/17,4137.2422
2023/1/18,4130.3143
2023/1/19,4156.0077
2023/1/20,4181.5267
2023/1/30,4201.345
2023/1/31,4156.8578
2023/2/1,4195.9332
2023/2/2,4181.1493
2023/2/3,4141.6319
2023/2/6,4086.8779
2023/2/7,4094.2335
2023/2/8,4076.1411
2023/2/9,4130.8565
2023/2/10,4106.3097
2023/2/13,4143.574
2023/2/14,4145.2902
2023/2/15,4123.6893
2023/2/16,4093.4876
2023/2/17,4034.507
2023/2/20,4133.4896
2023/2/21,4144.3536
2023/2/22,4106.9506
2023/2/23,4103.6463
2023/2/24,4061.0457
2023/2/27,4043.8444
2023/2/28,4069.4587
2023/3/1,4126.9415
2023/3/2,4117.7377
2023/3/3,4130.5513
2023/3/6,4109.0102
2023/3/7,4048.8519
2023/3/8,4034.1077
2023/3/9,4019.8505
2023/3/10,3967.1352
2023/3/13,4008.686
2023/3/14,3984.6956
2023/3/15,3986.902
2023/3/16,3939.1505
2023/3/17,3958.8194
2023/3/20,3939.077
2023/3/21,3982.3782
2023/3/22,3999.4427
2023/3/23,4039.0895
